conversation_id,message_index,domain,text,visitor_id,account_id,session_id,is_rage,cluster_id,Use Case,Description
conv_0014,1,home_services,Goal: a home services booking + technician dispatch app. I want it fast and simple.,v136,a136,s136,False,0,Simple Service and Coordination Apps,"Users want to build straightforward applications for coordination, booking, and service requests, prioritizing speed and simplicity."
conv_0014,2,home_services,"I’m a nurse. mobile matters a lot, most users are on old Chromebook.",v137,a137,s137,False,28,Mobile Usage on MacBook,"This use case highlights the significant mobile usage among users, with a strong preference for MacBook devices."
conv_0014,3,home_services,"btw, something is broken: I can’t log out (it keeps me signed in)",v138,a138,s138,False,21,Login Redirect Loop After Authentication,"Users are experiencing a persistent redirect loop immediately after logging in, preventing access to the application."
conv_0014,4,home_services,it worked yesterday and now I can’t log out (it keeps me signed in). I didn’t change anything 🤷,v139,a139,s139,False,21,Login Redirect Loop After Authentication,"Users are experiencing a persistent redirect loop immediately after logging in, preventing access to the application."
conv_0014,5,home_services,"something is broken: some users see 'permission denied' for no reason, getting 401s after refresh",v140,a140,s140,False,3,Unreliable Tag Saving Functionality,"Users report inconsistent and random behavior when saving tags, hindering their ability to ship products reliably."
conv_0014,6,home_services,can we import CSV and map fields?,v141,a141,s141,False,2,Import CSV and Map Fields,Users want to import data from CSV files and map the fields to existing data structures within the system.
conv_0014,7,home_services,need this: - customer SMS updates - photos before/after - service areas - booking form - quotes + invoices (basic),v142,a142,s142,False,13,Internal Tools & Business Process Automation,"Users need custom applications to streamline internal operations, manage data, and automate workflows across various business functions."
conv_0014,8,home_services,my kids asked me to add this: can we add customer SMS updates?,v143,a143,s143,False,20,Assessing Feature Integration Difficulty,Users inquire about the perceived difficulty of integrating various new features and functionalities into the product.
conv_0014,9,home_services,deploy on Docker Compose. I don’t want to self-host.,v144,a144,s144,False,24,Deploying on Managed Cloud Platforms,"Users prefer deploying applications on managed cloud platforms like Fly.io or Render, avoiding self-hosting complexities."
conv_0014,10,home_services,can we add service areas?,v145,a145,s145,False,20,Assessing Feature Integration Difficulty,Users inquire about the perceived difficulty of integrating various new features and functionalities into the product.
conv_0014,11,home_services,I don’t want this to feel heavy. keep it minimal pls.,v146,a146,s146,False,6,Simplify Crowded User Interface,Users perceive the current UI as crowded and request simplification for a better user experience.
conv_0015,1,finance_budgeting,this keeps happening: the page is blank after I click Save (I can’t ship like this),v147,a147,s147,False,3,Unreliable Tag Saving Functionality,"Users report inconsistent and random behavior when saving tags, hindering their ability to ship products reliably."
conv_0015,2,finance_budgeting,can we make the empty states nicer? they look sad 😅,v148,a148,s148,False,23,Enhance Empty State User Experience,Users request improvements to the visual design and overall user experience of empty states to make them more engaging and less 'sad'.
conv_0015,3,finance_budgeting,I want this to work in Safari without weird glitches.,v149,a149,s149,False,14,Safari Browser Compatibility Issues,Users expect the product to function flawlessly and without glitches when used in the Safari web browser.
conv_0015,4,finance_budgeting,I’m worried about CORS / redirects with auth. can we double-check?,v150,a150,s150,False,8,CORS and Redirects with Authentication,Users are concerned about potential issues with Cross-Origin Resource Sharing and redirects when implementing authentication.
conv_0015,5,finance_budgeting,DEPLOY TO AZURE APP SERVICE. DOMAIN WILL BE TASKS.NONPROFIT-EXAMPLE.ORG.,v151,a151,s151,True,24,Deploying on Managed Cloud Platforms,"Users prefer deploying applications on managed cloud platforms like Fly.io or Render, avoiding self-hosting complexities."
conv_0015,6,finance_budgeting,I need a budgeting app with categories and alerts. can you help me put something together?,v152,a152,s152,False,17,Prototyping Custom Business Applications,Users want to quickly prototype and build various custom business applications for specific operational needs.
conv_0015,7,finance_budgeting,can we add transaction import from CSV?,v153,a153,s153,False,5,Request for Core Platform Features,"Users are requesting essential features like admin tools, communication, and task management capabilities."
conv_0015,8,finance_budgeting,"the UI feels kinda crowded, can we simplify it?",v154,a154,s154,False,6,Simplify Crowded User Interface,Users perceive the current UI as crowded and request simplification for a better user experience.
conv_0015,9,finance_budgeting,"the UI feels kinda crowded, can we simplify it?, I need webhooks + idempotency on imports",v155,a155,s155,False,6,Simplify Crowded User Interface,Users perceive the current UI as crowded and request simplification for a better user experience.
conv_0015,10,finance_budgeting,"one more thing, I know this is a lot. appreciate it.",v156,a156,s156,False,9,Addressing 401 Errors Post-Refresh,"Users frequently report 401 authentication errors occurring after a refresh, often with apologies for repeated communication."
conv_0015,11,finance_budgeting,"I think we also need shared household budget, I need webhooks + idempotency on imports",v157,a157,s157,False,13,Internal Tools & Business Process Automation,"Users need custom applications to streamline internal operations, manage data, and automate workflows across various business functions."
conv_0015,12,finance_budgeting,quick requirements: - budget categories + monthly limits - shared household budget - export report - alerts when over budget - integrate Postgres,v158,a158,s158,False,13,Internal Tools & Business Process Automation,"Users need custom applications to streamline internal operations, manage data, and automate workflows across various business functions."
conv_0015,13,finance_budgeting,"spacing on mobile is off. header + list overlap., looks like the session state isn't ready before route guard",v159,a159,s159,False,4,Mobile Layout and Spacing Issues,"Users are experiencing incorrect spacing and overlapping elements, specifically headers and lists, on mobile devices."
conv_0015,14,finance_budgeting,deploy on Fly.io. I don’t want to self-host. 🙏,v160,a160,s160,False,24,Deploying on Managed Cloud Platforms,"Users prefer deploying applications on managed cloud platforms like Fly.io or Render, avoiding self-hosting complexities."
conv_0015,15,finance_budgeting,I need export to CSV for the filtered view.,v161,a161,s161,False,18,Export Filtered View to CSV,Users want to export data from a filtered view into a CSV file for further analysis or sharing.
